Organization,Repository,Pull Request Id,Title,Source Branch,Target Branch,Created At,Closed At,Duration (Minutes),State,Author,Merged by,Commits,Changed Files,Changed Line,Code Inspection,Reviewers,Reviews,Labels,Yes_review,Same_Author_Merger
elastic,elasticsearch,41691,Do not print null method name in reproduce line,repro_null_method,master,2019-04-30 23:42:37,2019-05-03 03:19:40,3097,closed,jaymode,jaymode,2,1,7,0,1,1,":Core/Infra/Build, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41692,SQL: Switch server side for geosql from ShapeBuilder to libs/geo,geosql-switch-to-libs-geo-on-server,geosql,2019-05-01 00:07:38,2019-05-03 07:04:06,3296,closed,imotov,imotov,4,3,100,0,3,6,":Analytics/Geo, :Search/SQL, >refactoring",1,1
elastic,elasticsearch,41693,Cleanup Bulk Delete Exception Logging,adjust-bulk-logging-s3-ex,master,2019-05-01 00:09:00,2019-05-06 23:59:48,8630,closed,original-brownbear,original-brownbear,9,3,45,0,3,15,":Distributed/Snapshot/Restore, >non-issue, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41696,shouldRollGeneration should execute under read lock,should-rolll-under-lock,master,2019-05-01 01:44:24,2019-05-10 21:50:56,14166,closed,dnhatn,dnhatn,4,1,5,0,2,6,":Distributed/Engine, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41697,Amend `prepareIndexIfNeededThenExecute` for security token refresh,fix_refresh_on_mixed_bug,master,2019-05-01 02:06:32,2019-05-01 16:19:00,852,closed,albertzaharovits,albertzaharovits,1,1,29,0,1,2,":Security/Authentication, >bug, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41698,Mute tests for backport #41673,tests_mute_for_7x_tokens_on_separate_index,master,2019-05-01 02:32:36,2019-05-01 02:42:54,10,closed,albertzaharovits,albertzaharovits,1,5,16,0,1,1,":Security/Authentication, >test-mute",1,1
elastic,elasticsearch,41700,Fix BulkProcessorRetryIT,41324,master,2019-05-01 02:55:48,2019-05-02 01:07:14,1331,closed,original-brownbear,original-brownbear,1,2,76,0,1,4,":Distributed/Distributed, >test, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41701,Drop distinction in entries for keystore,keystore-string-file-distinction,master,2019-05-01 04:51:51,2019-05-01 19:46:32,894,closed,jasontedor,jasontedor,9,5,183,0,3,6,":Core/Infra/Settings, >enhancement, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41703,[ML] fix array oob in IDGenerator and adjust format for mapping,feature/ml-df-fix-oob-format-bugs,master,2019-05-01 06:10:26,2019-05-02 00:22:36,1092,closed,benwtrent,benwtrent,4,5,56,0,2,4,":ml/Data Frame, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41704,"[ML] data frame, adding builder classes for complex config classes (#¡¦",feature/ml-df-client-improvements-7.x,7.x,2019-05-01 06:19:52,2019-05-01 20:44:29,864,closed,benwtrent,benwtrent,1,12,588,0,1,1,":ml/Data Frame, >non-issue, backport, v7.2.0",1,1
elastic,elasticsearch,41706,[DOCS] Doc version bump for 7.0.1,7.0-doc-version-bump,7,2019-05-01 07:56:19,2019-05-01 23:26:20,930,closed,jrodewig,jrodewig,1,1,4,0,3,1,":Docs, >docs",1,1
elastic,elasticsearch,41707,Record SLM history into an index,rebase/slm/history-index,snapshot-lifecycle-management,2019-05-01 08:57:31,2019-05-11 07:08:03,14290,closed,gwbrown,gwbrown,21,18,1276,0,4,32,:Core/Features/ILM,1,1
elastic,elasticsearch,41709,Close and acquire commit during reset engine fix (#41584),fix_close_and_acquire_commit_while_resetting_engine_7x,7.x,2019-05-01 18:50:49,2019-05-01 22:22:25,211,closed,henningandersen,henningandersen,2,2,199,0,1,2,":Distributed/Engine, backport, v7.2.0",1,1
elastic,elasticsearch,41711,Add details to BulkShardRequest#getDescription(),2019-05-01-bulkshardrequest-getdescription-details,master,2019-05-01 23:04:01,2019-05-02 15:27:46,983,closed,DaveCTurner,DaveCTurner,3,3,16,0,2,2,":Distributed/CRUD, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41714,Bump 7.0 branch version to 7.0.2,bump_v702,7,2019-05-02 00:07:22,2019-05-02 00:22:32,15,closed,jaymode,jaymode,1,2,8,0,0,0,">non-issue, v7.0.2",0,1
elastic,elasticsearch,41715,Add version 7.0.2 to 7.x branch,v702_7x,7.x,2019-05-02 00:12:04,2019-05-02 04:23:54,251,closed,jaymode,jasontedor,1,1,4,0,0,0,">non-issue, v7.2.0",0,0
elastic,elasticsearch,41716,Add version 7.0.2 to master branch,v702_master,master,2019-05-02 00:15:21,2019-05-02 04:24:10,248,closed,jaymode,jasontedor,1,1,4,0,0,0,">non-issue, v8.0.0",0,0
elastic,elasticsearch,41717,[ML] fix array oob in IDGenerator and adjust format for mapping (#41703),feature/ml-df-fix-oob-format-bugs-7.x,7.x,2019-05-02 00:47:42,2019-05-03 01:09:43,1462,closed,benwtrent,benwtrent,3,5,56,0,1,3,":ml/Data Frame, >non-issue, backport, v7.2.0",1,1
elastic,elasticsearch,41718,Support http read timeouts for transport-nio,backport_read_timeouts,7.x,2019-05-02 00:53:42,2019-05-03 00:48:53,1435,closed,tbrooks8,tbrooks8,5,17,370,0,1,1,":Distributed/Network, >non-issue, backport, v7.2.0",1,1
elastic,elasticsearch,41719,Unmute BWC tests for Backport #41673,unmute_for_7x_tokens_on_separate_index,master,2019-05-02 01:48:55,2019-05-02 16:10:06,861,closed,albertzaharovits,albertzaharovits,5,4,14,0,1,8,":Security/Authentication, >non-issue, v8.0.0",1,1
elastic,elasticsearch,41720,[DOCS] Adds ml-cpp PR to 7.0.1 release notes,ml-701,7,2019-05-02 03:04:31,2019-05-02 03:24:04,19,closed,lcawl,lcawl,1,1,1,0,1,1,":ml, >docs, v7.0.1",1,1
elastic,elasticsearch,41723,Fix for full cluster restart tests,bwc-tests-fix-6.7,6.8,2019-05-02 04:15:14,2019-05-02 08:50:37,275,closed,mark-vieira,mark-vieira,1,3,9,0,1,1,":Core/Infra/Build, v6.8.0",1,1
elastic,elasticsearch,41724,[ML] Correct indexer state on task re-allocation,feature/ml-df-correct-task-migration-logic,master,2019-05-02 05:08:19,2019-05-02 23:32:49,1104,closed,benwtrent,benwtrent,2,1,22,0,2,2,":ml/Data Frame, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41725,Read multiple TLS packets in one read call,no_inbound_changes,master,2019-05-02 05:46:24,2019-05-03 05:44:23,1437,closed,tbrooks8,tbrooks8,24,15,781,0,5,6,":Security/Network, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41727,Clarify that _doc is a permanent part of certain document APIs.,typeless-document-endpoints,master,2019-05-02 07:08:30,2019-05-07 02:38:55,6930,closed,jtibshirani,jtibshirani,1,1,7,0,2,3,":Search/Mapping, >docs, v7.0.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41728,Use separate tasks per bwc artifact,distro_tests3_7.1,7.1,2019-05-02 07:26:58,2019-05-02 12:11:11,284,closed,andyb-elastic,andyb-elastic,4,2,121,0,1,1,":Core/Infra/Build, backport, v7.1.0",1,1
elastic,elasticsearch,41732,Upgrade SDK and test discovery-ec2 credential providers,upgrade-and-test-discovery-ec2,master,2019-05-02 15:30:26,2019-05-08 16:26:37,8696,closed,ywelsch,ywelsch,5,9,1477,0,1,2,":Distributed/Discovery-Plugins, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41736,[ML-DataFrame] reset/clear the position after indexer is done,data-frame-reset-position,master,2019-05-02 18:59:55,2019-05-06 16:39:59,5620,closed,hendrikmuhs,hendrikmuhs,3,4,23,0,1,3,":Analytics/Rollup, :ml/Data Frame, >non-issue, team-discuss, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41739,Skip explain phase when only suggestions are requested,fix/suggest_only_explain_npe,master,2019-05-02 20:10:09,2019-05-06 17:58:32,5628,closed,javanna,javanna,1,3,123,0,1,1,":Search/Suggesters, >bug, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41741,[ML-DataFrame] simplify indexer by moving members to base class,data-frame-indexer-simplify,master,2019-05-02 20:51:24,2019-05-02 23:06:32,135,closed,hendrikmuhs,hendrikmuhs,1,3,96,0,1,1,":ml/Data Frame, >refactoring, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41743,Remove the jdk directory to save space on bwc tests,clean-up-bwc-test-folders,master,2019-05-02 21:15:51,2019-05-07 01:53:33,6037,closed,atorok,atorok,2,1,2,0,2,5,":Core/Infra/Build, >non-issue, v6.7.3, v7.0.2, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41746,[ML] Refactor NativeStorageProvider to enable reuse (#41414),refactor-native-storage-provider-to-allow-reuse-7.x,7.x,2019-05-02 21:36:37,2019-05-02 23:46:23,129,closed,benwtrent,benwtrent,1,6,155,0,1,1,":ml, >non-issue, >refactoring, backport, v7.2.0",1,1
elastic,elasticsearch,41749,Removes 'coming' tag for RN,schersh-rn-tag,6.7,2019-05-02 22:50:35,2019-05-02 22:53:29,2,closed,schersh,schersh,1,1,1,0,1,1,">docs, v6.7.2",1,1
elastic,elasticsearch,41750,Upgrade to Gradle 5.4.1,upgrade-gradle-5.4.1,master,2019-05-02 23:27:33,2019-05-09 16:12:31,9644,closed,atorok,atorok,3,4,13,0,2,11,":Core/Infra/Build, >non-issue, v7.3.0, v8.0.0",1,1
elastic,elasticsearch,41751,[ML] Correct indexer state on task re-allocation (#41724),feature/ml-df-correct-task-migration-logic-7.x,7.x,2019-05-02 23:36:05,2019-05-03 02:02:00,145,closed,benwtrent,benwtrent,1,1,22,0,1,2,":ml/Data Frame, >non-issue, backport, v7.2.0",1,1
elastic,elasticsearch,41752,[ML] Complete the Data Frame task on stop,stop-removes-task,master,2019-05-02 23:40:34,2019-05-10 17:07:51,11127,closed,davidkyle,davidkyle,10,15,526,0,2,8,":ml/Data Frame, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41753,Fix discovery config in docker-compose docs,2019-05-02-moar-docker-compose-bug,master,2019-05-02 23:57:58,2019-05-03 17:45:51,1067,closed,DaveCTurner,DaveCTurner,1,1,1,0,1,1,":Distributed/Cluster Coordination, >bug, >docs, v7.0.2, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41754,[ML-DataFrame] remove validation from client,df-hlrc-pivot,master,2019-05-03 00:23:27,2019-05-03 03:06:33,163,closed,hendrikmuhs,hendrikmuhs,1,4,14,0,1,1,":ml/Data Frame, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41755,Upgrade keystore on package install,upgrade-keystore-on-package-install,master,2019-05-03 00:41:02,2019-05-03 23:28:55,1367,closed,jasontedor,jasontedor,4,7,151,0,3,4,":Core/Infra/Settings, >non-issue, blocker, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41758,Simplify filtering addresses on interfaces,filter-addresses-cleanup,master,2019-05-03 01:28:32,2019-05-03 05:35:55,247,closed,jasontedor,jasontedor,3,3,97,0,1,1,":Core/Infra/Core, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41759,Backport 7.x - Add enrich policy runner (#41088),backport-41088,enrich-7.x,2019-05-03 02:33:20,2019-05-06 23:32:46,5579,closed,jbaiera,jbaiera,2,5,613,0,1,1,":Core/Features/Ingest, backport",1,1
elastic,elasticsearch,41761,[ML Data Frame] Update Preview docs for source config change,df-docs-preview-fix,master,2019-05-03 03:17:02,2019-05-04 00:30:41,1273,closed,davidkyle,davidkyle,1,2,5,0,1,1,":ml/Data Frame, >docs, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41763,[ML-DataFrame] refactor pivot to only take the pivot config,df-refactor-pivot,master,2019-05-03 05:57:12,2019-05-03 20:37:00,879,closed,hendrikmuhs,hendrikmuhs,2,7,130,0,2,4,":ml/Data Frame, >refactoring, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41766,[7.x] Recommend use of ln1p/log1p to avoid negative scores (#41610),backport/7.x/pr-41610,7.x,2019-05-03 07:23:45,2019-05-04 00:10:30,1006,closed,gwbrown,gwbrown,1,1,23,0,0,0,">docs, backport, v7.2.0",0,1
elastic,elasticsearch,41768,[7.1] Recommend use of ln1p/log1p to avoid negative scores (#41610),backport/7.1/pr-41610,7.1,2019-05-03 07:24:16,2019-05-04 00:10:22,1006,closed,gwbrown,gwbrown,1,1,23,0,0,0,">docs, backport, v7.1.0",0,1
elastic,elasticsearch,41769,[7.0] Recommend use of ln1p/log1p to avoid negative scores (#41610),backport/7.0/pr-41610,7,2019-05-03 07:24:33,2019-05-04 00:10:15,1005,closed,gwbrown,gwbrown,1,1,23,0,0,0,">docs, backport, v7.0.2",0,1
elastic,elasticsearch,41771,Add note about ILM action ordering,ilm/automatic-ordering-note,master,2019-05-03 07:43:34,2019-05-09 06:09:04,8545,closed,gwbrown,gwbrown,1,1,4,0,1,1,":Core/Features/ILM, >docs, backport pending, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41772,SQL: Add ST_Z function,geosql-st-z,geosql,2019-05-03 07:52:28,2019-05-07 00:58:07,5345,closed,imotov,imotov,3,14,244,0,3,9,":Analytics/Geo, :Search/SQL, >enhancement",1,1
elastic,elasticsearch,41773,[DOCS] Adds placeholders for 7.1 highlights and breaking changes,71-breaking,7.1,2019-05-03 07:59:55,2019-05-04 00:38:35,998,closed,lcawl,lcawl,1,4,85,0,1,1,":Docs, >docs, v7.1.0",1,1
elastic,elasticsearch,41775,Remove toStepKeys from LifecycleAction,ilm/remove-tostepkeys,master,2019-05-03 08:20:12,2019-05-10 05:37:55,9917,closed,gwbrown,gwbrown,2,12,113,0,1,1,":Core/Features/ILM, >non-issue, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41776,Update security acknowledgement messages for basic,basic-license-warning,master,2019-05-03 11:27:09,2019-05-03 15:12:00,224,closed,tvernum,tvernum,1,2,25,0,1,1,":Security/Security, >non-issue, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41777,fix org.elasticsearch.xpack.watcher.test.integration.RejectedExecutionTests,watcher_rejection_test_fix,master,2019-05-03 12:08:51,2019-05-10 06:11:03,9722,closed,jakelandis,jakelandis,2,1,12,0,1,4,":Core/Features/Watcher, backport pending, v6.8.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41778,Log warning when unlicensed realms are skipped,license-ignored-realm-warning,master,2019-05-03 12:58:30,2019-05-06 11:10:41,4212,closed,tvernum,tvernum,3,3,141,0,2,8,":Security/Authentication, >enhancement, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41779,Clarify settings in default SSL/TLS,docs/prefix-ssl-defaults,master,2019-05-03 15:25:19,2019-05-06 15:59:41,4354,closed,tvernum,tvernum,2,1,15,0,2,2,":Security/Network, >docs, backport pending, v7.0.2, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41781,Handle serialization exceptions during publication,2019-05-03-gracefully-handle-cluster-state-serialization-exception,master,2019-05-03 17:12:07,2019-05-08 01:39:08,6267,closed,DaveCTurner,DaveCTurner,2,2,70,0,1,1,":Distributed/Cluster Coordination, >bug, v7.0.2, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41782,Reject null customs at build time,2019-05-03-reject-null-customs,master,2019-05-03 17:33:08,2019-05-03 21:49:24,256,closed,DaveCTurner,DaveCTurner,1,4,43,0,2,2,":Distributed/Cluster Coordination, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41783,[ML-DataFrame] move checkpoints into x-pack core and introduce base classes for data¡¦,df-move-checkpoint,master,2019-05-03 17:56:42,2019-05-03 21:15:46,199,closed,hendrikmuhs,hendrikmuhs,1,10,140,0,1,1,":ml/Data Frame, >refactoring, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41787,SQL: [Docs] Add example for custom bucketing with CASE,groupby-docs-case,master,2019-05-03 19:08:36,2019-05-07 00:00:51,4612,closed,matriv,matriv,3,2,28,0,3,5,":Search/SQL, >docs, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41788,Cut over ClusterSearchShardsGroup to Writeable,enhancement/cluster_search_shards_group_writeable,master,2019-05-03 19:24:38,2019-05-03 23:51:15,266,closed,javanna,javanna,1,2,39,0,1,2,":Search/Search, >enhancement, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41793,[ML] rewriting stats gathering to use callbacks instead of a latch,feature/ml-df-fixing-checkpoint-stats-gathering,master,2019-05-03 22:57:15,2019-05-04 02:10:43,193,closed,benwtrent,benwtrent,1,2,191,0,2,8,":ml/Data Frame, >refactoring, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41798,[ML Data Frame] Set executing nodes in task actions,stop-returns-failures,master,2019-05-04 00:04:07,2019-05-08 20:23:50,6979,closed,davidkyle,davidkyle,4,10,174,0,2,3,":ml/Data Frame, >refactoring, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41800,[ML-DataFrame] add sync api,feature-ml-data-frame-analytics-sync-api,feature-ml-data-frame-analytics,2019-05-04 00:45:35,2019-05-06 21:41:30,4135,closed,hendrikmuhs,hendrikmuhs,5,29,744,0,1,2,":ml/Data Frame, >feature",1,1
elastic,elasticsearch,41801,Fix http read timeout test by releasing response,fix_http_read_timeout_test,master,2019-05-04 00:55:17,2019-05-04 04:43:49,228,closed,tbrooks8,tbrooks8,4,1,29,0,4,2,":Distributed/Network, >test, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41803,"[ML] addresses preview bug, and adds check to PUT",feature/ml-df-preview-bug-fix,master,2019-05-04 02:24:55,2019-05-06 21:14:53,4009,closed,benwtrent,benwtrent,1,5,224,0,1,1,":ml/Data Frame, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41804,[ML] rewriting stats gathering to use callbacks instead of a latch,feature/ml-df-fixing-checkpoint-stats-gathering-7.x,7.x,2019-05-04 02:34:04,2019-05-04 08:18:28,344,closed,benwtrent,benwtrent,1,2,191,0,1,2,":ml/Data Frame, >non-issue, backport, v7.2.0",1,1
elastic,elasticsearch,41805,[DOCS] Adds page header for Groovy API,groovy-header,2.4,2019-05-04 02:36:38,2019-05-09 03:05:51,7229,closed,lcawl,lcawl,2,1,1,0,1,1,":Docs, >docs, v0.90.14, v1.3.10, v1.4.5, v1.5.3, v1.6.3, v1.7.6, v2.0.3, v2.1.3, v2.2.2, v2.3.6, v2.4.7",1,1
elastic,elasticsearch,41808,Update TLS ciphers and protocols for JDK 11,jdk11_tls_take2,master,2019-05-04 05:06:14,2019-05-08 01:24:22,5538,closed,jaymode,jaymode,5,36,538,0,3,2,":Security/Network, >enhancement, v8.0.0",1,1
elastic,elasticsearch,41810,Allow unknown task time in QueueResizingEsTPE,fix/41448_allow_unknown_task_times,master,2019-05-04 05:13:17,2019-05-08 06:04:19,5811,closed,williamrandolph,williamrandolph,2,4,70,0,2,3,":Core/Infra/Core, >bug, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41812,Enforce that Maven/Ivy repositories use https,enforce-https-on-repositories,master,2019-05-04 06:02:47,2019-05-05 01:48:04,1185,closed,jasontedor,jasontedor,4,1,18,0,3,7,":Core/Infra/Build, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41817,Use a proper repository for ml-cpp artifacts,ml-cpp-artifacts,master,2019-05-04 22:48:00,2019-05-05 01:43:15,175,closed,jasontedor,jasontedor,1,3,73,0,2,1,":Core/Infra/Build, >non-issue, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41818,Set metadata sources for Ivy repositories,ivy-metadata-sources,master,2019-05-05 01:53:36,2019-05-06 00:16:08,1342,closed,jasontedor,jasontedor,1,2,9,0,1,1,":Core/Infra/Build, >non-issue, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41819,Add tasks to build Docker build context artifacts,docker-build-context,master,2019-05-05 05:21:16,2019-05-07 10:04:14,3162,closed,jasontedor,jasontedor,2,4,92,0,3,6,":Core/Infra/Build, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41820,Read multiple TLS packets in one read call,backport_ssl_read_changes,7.x,2019-05-05 09:35:55,2019-05-07 00:51:33,2355,closed,tbrooks8,tbrooks8,1,15,781,0,1,1,":Security/Network, >non-issue, backport, v7.2.0",1,1
elastic,elasticsearch,41823,Replace more uses of immutable map builder,more-immutable-map-builder,master,2019-05-05 22:39:34,2019-05-07 08:58:49,2059,closed,jasontedor,jasontedor,8,22,494,0,2,3,":Core/Infra/Core, >non-issue, v8.0.0",1,1
elastic,elasticsearch,41825,[BACKPORT 7.x] Update security acknowledgement messages for basic,backport/7.x/41776-Update-security-acknowledgement-messages,7.x,2019-05-06 11:57:32,2019-05-06 15:40:39,223,closed,tvernum,tvernum,1,2,25,0,0,0,backport,0,1
elastic,elasticsearch,41826,[Backport 7.1] Update security acknowledgement messages for basic,backport/7.1/41776-Update-security-acknowledgement-messages,7.1,2019-05-06 12:20:54,2019-05-06 15:40:54,200,closed,tvernum,tvernum,1,2,25,0,0,0,backport,0,1
elastic,elasticsearch,41827,[Backport 6.8] Update security acknowledgement messages for basic,backport/6.8/41776-Update-security-acknowledgement-messages,6.8,2019-05-06 12:59:04,2019-05-06 15:41:03,161,closed,tvernum,tvernum,1,2,25,0,0,0,backport,0,1
elastic,elasticsearch,41828,[Backport 7.x] Log warning when unlicensed realms are skipped,backport/7.x/41778-Log-warning-when-unlicensed,7.x,2019-05-06 13:00:19,2019-05-07 08:55:49,1195,closed,tvernum,tvernum,1,3,141,0,0,1,backport,1,1
elastic,elasticsearch,41829,Remove `nonApplicationWrite` from `SSLDriver`,remove_non_app_writes,master,2019-05-06 13:08:01,2019-05-07 00:57:02,709,closed,tbrooks8,tbrooks8,2,6,657,0,3,1,":Security/Network, >non-issue, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41832,[Backport 7.1] Log warning when unlicensed realms are skipped,backport/7.1/41778-Log-warning-when-unlicensed,7.1,2019-05-06 15:45:17,2019-05-07 08:58:17,1033,closed,tvernum,tvernum,1,3,138,0,0,0,backport,0,1
elastic,elasticsearch,41834,[Backport 6.8] Log warning when unlicensed realms are skipped (#41778),backport/6.8/41778-Log-warning-when-unlicensed,6.8,2019-05-06 16:48:58,2019-05-07 08:58:21,969,closed,tvernum,tvernum,1,3,107,0,0,0,backport,0,1
elastic,elasticsearch,41835,SQL: Remove CircuitBreaker from parser,fix-41471,master,2019-05-06 16:49:52,2019-05-08 05:09:25,2179,closed,matriv,matriv,5,3,338,0,3,7,":Search/SQL, >bug, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41836,Rename enrich policy index_pattern field to indices.,rename_index_pattern_to_indices,enrich,2019-05-06 17:39:15,2019-05-07 15:38:09,1318,closed,martijnvg,martijnvg,1,8,82,0,1,1,":Core/Features/Ingest, >non-issue",1,1
elastic,elasticsearch,41838,Change the reindex fetch in policy runner from 1000 to 10000 and,enrich_fetch_size,enrich,2019-05-06 17:54:01,2019-05-07 18:07:47,1453,closed,martijnvg,martijnvg,2,4,45,0,2,2,":Core/Features/Ingest, >non-issue",1,1
elastic,elasticsearch,41839,Change policy runner to use helper method on EnrichPolicy instead of,enrich_use_policy_base_name_helper,enrich,2019-05-06 18:01:35,2019-05-07 15:37:49,1296,closed,martijnvg,martijnvg,1,3,19,0,1,1,":Core/Features/Ingest, >non-issue",1,1
elastic,elasticsearch,41841,Move InternalAggregations to Writeable,enhancement/internal_aggs_writeable,master,2019-05-06 19:19:15,2019-05-07 17:54:47,1355,closed,javanna,javanna,1,18,105,0,1,2,":Search/Search, >refactoring, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41842,ReadOnlyEngine assertion fix,nonissue_fix_readonlyengine_assertion,master,2019-05-06 19:31:39,2019-05-06 23:06:52,215,closed,henningandersen,henningandersen,1,1,2,0,1,1,":Distributed/Engine, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41843,Clean up ShardId usage of Streamable,enhancement/shard_id_writeable,master,2019-05-06 19:35:06,2019-05-09 18:47:37,4272,closed,javanna,javanna,1,40,139,0,1,1,":Core/Infra/Core, >refactoring, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41844,Cut over MultiSearchResponse to Writeable,enhancement/msearch_writeable,master,2019-05-06 19:49:45,2019-05-08 21:20:37,2970,closed,javanna,javanna,2,4,162,0,1,2,":Search/Search, >refactoring, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41848,Mute MultiMatchQueryBuilder#testToQuery,mute-41847,6.8,2019-05-06 20:56:11,2019-05-06 22:19:12,83,closed,danielmitterdorfer,danielmitterdorfer,1,1,8,0,1,1,":Search/Search, >test-mute, v6.8.0",1,1
elastic,elasticsearch,41849,Fix javadoc in WrapperQueryBuilder backport(41641),bp/7x-java-doc-wrapper,7.x,2019-05-06 21:04:06,2019-05-07 00:55:12,231,closed,pgomulka,pgomulka,1,1,4,0,1,1,":Search/Search, >non-issue, backport",1,1
elastic,elasticsearch,41850,"[ML] addresses preview bug, and adds check to PUT (#41803)",feature/ml-df-preview-bug-fix-7.x,7.x,2019-05-06 21:19:57,2019-05-07 00:56:27,216,closed,benwtrent,benwtrent,1,5,224,0,1,2,":ml/Data Frame, >non-issue, backport, v7.2.0",1,1
elastic,elasticsearch,41851,"[ML-DataFrame] migrate to PageParams for get and stats, move PageParams into core",df-client-pageparams,master,2019-05-06 21:40:13,2019-05-07 23:14:36,1534,closed,hendrikmuhs,hendrikmuhs,3,28,155,0,2,7,":ml/Data Frame, >breaking-java, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41853,Cut over SearchPhaseResult to Writeable,enhancement/search_phase_result_writeable,master,2019-05-06 22:02:07,2019-05-08 18:01:00,2638,closed,javanna,javanna,3,10,195,0,2,10,":Search/Search, >refactoring, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41854,Fix full text queries test that start with now,full_text_query_now,master,2019-05-06 22:17:40,2019-05-07 01:45:36,207,closed,jimczi,jimczi,2,6,103,0,1,1,":Search/Search, >non-issue, >test-failure",1,1
elastic,elasticsearch,41855,Cut over SearchResponse and SearchTemplateResponse to Writeable,enhancement/search_response_writeable,master,2019-05-06 22:22:04,2019-05-09 18:48:06,4106,closed,javanna,javanna,3,14,166,0,2,8,":Search/Search, >refactoring, backport pending, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41857,Provide names for all artifact repositories,artifact-repository-names,master,2019-05-06 22:47:42,2019-05-07 19:34:51,1247,closed,jasontedor,jasontedor,3,20,40,0,1,2,":Core/Infra/Build, >non-issue, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41858,Mute PermissionsIT#testWhen[...]ByILMPolicy,mute-41440-master,master,2019-05-06 23:03:13,2019-05-06 23:13:15,10,closed,danielmitterdorfer,danielmitterdorfer,1,1,1,0,1,1,":Core/Features/ILM, >test-mute, v6.8.0, v7.1.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41859,Mute PermissionsIT#testWhen[...]ByILMPolicy,mute-41440-7x,7.x,2019-05-06 23:06:35,2019-05-06 23:15:37,9,closed,danielmitterdorfer,danielmitterdorfer,1,1,1,0,1,1,":Core/Features/ILM, >test-mute, backport",1,1
